what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336531926357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336531932153
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336531937951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336531938157
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336531939671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336531939837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336531961178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336531971154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336531981222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336531991577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532016655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532027104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336532034827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532037524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532051459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532051600
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336532051961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532056541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532072684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532077438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532078526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532081381
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336532082981
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336532098322
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336532105845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532107373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532108680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532110111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532110408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532112736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532128893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532132402
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336532191466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336532197911
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336532199310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336532200440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532202458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532208569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532229545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336532257336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532264654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532264793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532271560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532271735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532278756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532280081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532332314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532332455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532342699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532342863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532360974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532361155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532373084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532374169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532374783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532375424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336532376048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532402727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336532415167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532423001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532429692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532438239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532438389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532456348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532463136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532470493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336532988909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533066581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533212656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336533287984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533302896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533390652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533419113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533456611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533460474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533460583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533487423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533487604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533502632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533620568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533634436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533661053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533693892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533720976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533722910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533723039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336533731345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533734960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533742400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533744376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533749172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533756967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533757279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336533764398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533766082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336533766989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336533773368
