what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336437602853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336437605333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336437611208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336437611355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336437611356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336437615673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336438193987
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336438194585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336438260574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439018985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336439020557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439023313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439031340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336439031483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336439031483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439032557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439488740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439490929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439496737
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336439499258
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336439518814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439520154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439522590
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336439527362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439558859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439561960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439566806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439626630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439675550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439811813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336439815125
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336439817162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1336439818693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439821975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336439822705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336439824426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336440335629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336440342869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441016486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441041260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441049293
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336441057095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441059361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441082274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336441082462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336441082462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441084422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441159562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441163435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441195943
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336441196590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336441206082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336441211539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441257274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441282065
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336441282185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441286007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441336852
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336441337074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441376624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441400838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336441423348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441424641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441446181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336441463785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336441481838
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336441487575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336441500024
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336441502191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336441504876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336441517429
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336441531034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441533090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441541773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336441541920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336441541920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336441549236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336443409392
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336443410951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336443453070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336444063154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336444063808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336447027084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336447059359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336447062781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336447122948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336447126704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336447474149
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1336447474600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1336447475903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336447476224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336447477134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336448301768
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336448304346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336448367687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336448369317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336448631611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336448636934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449224074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449264226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449279106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449295593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449299021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336449335818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336449343897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449346214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449445235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449453317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449520412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449523508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449546350
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336449547541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449549819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449561802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336449562034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1336449562035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449564545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449624128
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336449626199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449639244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449640342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449659031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449659250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449672038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449683609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449725634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449745725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449764591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449794079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449794283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449809995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336449810183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449820425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449821108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449822262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449823584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449824270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449824702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449824915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449825335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449825861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449826246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449826701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449827016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449827462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449827805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449828265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449828574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449829002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449829303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449829669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449830172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336449830498
